"STATION","NAME","DATE","AWND","PRCP","TAVG","TMAX","TMIN"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-08-31","4.25","0.05","61","70","57"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-09-01","5.59","0.00","63","74","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-09-02","9.62","0.12","65","68","57"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-09-03","6.04","0.00","60","69","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-09-04","6.93","0.00","62","75","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-09-05","14.54","0.00","67","82","57"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-09-06","6.49","0.00","71","90","59"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-09-07","4.70","0.00","70","83","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-09-08","6.26","0.00","64","70","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-09-09","5.14","0.00","62","71","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-09-10","8.72","0.00","62","72","54"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-09-11","11.86","0.00","64","76","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-09-12","13.20","0.00","65","76","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-09-13","9.40","0.00","67","83","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-09-14","4.03","0.00","68","86","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-09-15","2.68","0.00","70","87","54"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-09-16","6.26","0.00","67","72","57"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-09-17","5.14","0.02","65","73","58"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-09-18","6.93","0.01","63","67","59"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-09-19","6.26","0.00","66","75","61"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-09-20","9.84","0.00","65","76","58"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-09-21","6.71","0.00","66","79","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-09-22","4.70","0.01","65","72","59"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-09-23","5.59","0.72","63","66","58"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-09-24","6.04","0.80","62","66","58"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-09-25","5.59","0.17","62","71","58"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-09-26","7.38","0.35","61","68","57"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-09-27","7.16","0.00","61","69","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-09-28","4.47","0.00","59","66","54"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-09-29","7.83","0.03","57","62","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-09-30","5.82","0.00","58","67","54"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-10-01","4.70","0.00","58","65","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-10-02","4.47","0.00","59","67","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-10-03","2.24","0.00","58","72","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-10-04","2.68","0.00","62","71","54"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-10-05","3.13","0.00","61","75","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-10-06","5.59","0.00","64","78","56"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-10-07","2.24","0.00","62","66","57"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-10-08","4.03","0.00","60","69","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-10-09","2.24","0.00","58","63","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-10-10","8.50","0.01","56","65","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-10-11","7.83","0.29","60","65","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-10-12","4.70","0.00","58","64","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-10-13","6.93","0.30","59","70","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-10-14","4.92","0.28","58","62","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-10-15","10.51","0.34","56","61","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-10-16","7.38","0.00","57","69","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-10-17","6.71","0.13","60","62","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-10-18","4.25","0.59","59","67","57"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-10-19","7.16","0.00","62","72","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-10-20","6.93","0.46","60","61","54"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-10-21","10.51","0.04","56","61","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-10-22","11.18","1.26","57","60","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-10-23","10.29","0.37","54","58","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-10-24","7.16","0.16","51","58","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-10-25","12.08","0.24","53","62","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-10-26","11.18","0.06","52","55","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-10-27","5.37","0.03","50","60","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-10-28","8.72","0.50","53","59","49"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-10-29","6.93","0.02","57","62","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-10-30","7.16","1.00","57","60","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-10-31","4.47","0.67","53","55","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-11-01","2.68","0.00","50","52","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-11-02","6.49","0.07","49","56","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-11-03","10.74","0.43","53","57","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-11-04","7.38","0.16","55","58","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-11-05","4.70","0.19","54","59","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-11-06","14.99","0.16","57","62","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-11-07","5.14","0.00","51","58","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-11-08","1.79","0.00","47","55","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-11-09","6.71","0.20","49","56","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-11-10","8.72","0.00","48","52","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-11-11","17.22","0.00","44","46","34"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-11-12","17.00","0.00","37","44","32"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-11-13","10.51","0.00","38","45","33"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-11-14","10.07","0.00","37","45","28"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-11-15","9.40","0.00","37","47","29"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-11-16","9.40","0.00","38","49","28"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-11-17","4.25","0.00","39","51","28"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-11-18","2.01","0.00","39","45","31"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-11-19","4.25","0.00","42","52","36"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-11-20","4.70","0.14","46","52","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-11-21","10.51","0.60","49","52","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-11-22","10.51","0.02","47","49","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-11-23","11.41","0.47","48","55","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-11-24","8.50","0.05","44","53","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-11-25","10.07","0.72","50","57","49"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-11-26","8.72","0.01","56","59","54"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-11-27","14.76","0.13","56","58","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-11-28","12.97","1.35","52","55","38"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-11-29","11.86","0.14","35","40","24"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-11-30","9.84","0.00","28","37","23"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-12-01","4.92","0.00","32","40","26"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-12-02","12.75","0.00","33","42","26"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-12-03","8.05","0.00","38","50","32"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-12-04","2.46","0.03","42","47","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-12-05","6.93","0.12","46","55","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-12-06","8.05","0.29","50","53","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-12-07","6.26","0.00","50","58","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-12-08","9.40","0.36","53","58","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-12-09","11.41","0.39","54","61","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-12-10","14.99","0.51","57","66","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-12-11","14.32","0.27","52","58","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-12-12","8.28","0.00","51","52","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-12-13","2.46","0.00","46","50","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-12-14","7.83","0.00","42","55","35"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-12-15","13.20","0.00","49","54","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-12-16","8.95","0.00","49","50","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-12-17","3.58","0.11","47","48","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-12-18","6.93","0.51","46","49","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-12-19","9.62","0.12","48","52","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-12-20","12.30","0.77","46","55","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-12-21","11.63","0.00","52","55","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-12-22","3.36","0.00","49","51","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-12-23","8.50","0.81","47","54","41"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-12-24","4.03","0.21","42","45","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-12-25","4.92","0.00","42","46","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-12-26","2.68","0.00","38","42","35"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-12-27","10.96","0.13","42","49","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-12-28","4.03","0.16","43","44","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-12-29","9.62","0.00","39","43","33"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-12-30","8.05","0.00","34","38","28"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-12-31","6.71","0.00","32","38","27"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-01-01","2.68","0.00","33","42","26"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-01-02","5.14","0.06","35","42","32"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-01-03","3.80","0.00","38","41","35"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-01-04","10.07","0.40","40","51","38"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-01-05","14.32","0.32","51","54","49"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-01-06","2.91","0.00","51","54","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-01-07","3.58","0.00","45","46","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-01-08","5.82","0.00","41","46","35"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-01-09","1.34","0.01","40","50","38"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-01-10","1.12","0.23","45","46","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-01-11","2.46","0.06","46","49","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-01-12","3.58","0.00","46","52","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-01-13","6.04","0.00","43","49","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-01-14","6.26","0.00","38","43","33"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-01-15","7.16","0.38","40","46","34"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-01-16","10.07","0.00","47","53","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-01-17","6.26","1.03","44","56","38"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-01-18","14.76","0.84","50","57","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-01-19","6.26","0.02","47","50","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-01-20","6.71","0.00","43","50","38"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-01-21","2.91","0.00","40","45","31"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-01-22","2.91","0.03","44","49","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-01-23","5.82","0.23","49","54","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-01-24","7.38","0.02","54","58","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-01-25","3.13","0.00","55","63","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-01-26","4.92","0.00","50","61","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-01-27","4.47","0.03","51","52","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-01-28","4.03","0.00","48","54","41"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-01-29","6.49","0.00","45","54","38"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-01-30","1.79","0.00","41","47","34"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-01-31","4.25","0.00","40","45","38"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-02-01","5.82","0.06","43","49","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-02-02","8.95","0.29","46","52","41"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-02-03","4.25","0.05","48","50","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-02-04","3.80","0.33","45","51","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-02-05","10.29","1.03","50","56","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-02-06","10.07","0.68","55","58","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-02-07","10.29","0.93","52","54","49"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-02-08","8.72","0.14","52","59","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-02-09","5.59","0.24","52","56","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-02-10","8.95","0.01","52","55","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-02-11","2.24","0.00","48","55","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-02-12","4.70","0.04","52","62","49"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-02-13","3.80","0.00","52","60","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-02-14","6.49","0.01","53","58","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-02-15","10.74","0.00","47","54","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-02-16","14.76","0.00","47","59","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-02-17","8.95","0.00","49","61","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-02-18","5.82","0.00","48","54","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-02-19","4.92","0.18","50","51","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-02-20","2.01","0.03","49","52","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-02-21","10.07","0.00","47","54","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-02-22","9.40","0.00","47","53","38"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-02-23","3.13","0.00","43","55","33"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-02-24","3.36","0.00","45","52","36"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-02-25","2.24","0.16","47","50","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-02-26","3.13","0.37","48","53","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-02-27","8.95","0.72","49","50","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-02-28","11.41","0.00","47","54","38"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-03-01","4.92","0.00","44","52","34"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-03-02","10.74","0.00","46","52","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-03-03","4.70","0.00","43","51","32"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-03-04","4.03","0.00","41","55","31"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-03-05","2.91","0.00","46","56","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-03-06","3.13","0.00","48","59","38"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-03-07","6.04","0.00","49","62","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-03-08","3.80","0.00","50","63","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-03-09","4.03","0.00","50","58","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-03-10","5.82","0.03","47","56","41"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-03-11","6.93","0.10","53","58","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-03-12","7.16","0.00","55","64","49"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-03-13","4.92","0.08","55","63","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-03-14","8.50","0.67","56","57","49"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-03-15","9.40","2.20","49","51","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-03-16","6.71","0.04","47","57","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-03-17","5.82","0.03","48","56","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-03-18","5.59","0.00","51","60","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-03-19","4.25","0.00","52","60","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-03-20","4.25","0.16","53","57","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-03-21","10.51","0.15","51","56","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-03-22","5.14","0.04","48","53","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-03-23","6.26","0.32","46","52","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-03-24","8.72","0.30","47","55","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-03-25","9.84","0.20","50","58","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-03-26","4.92","0.00","57","69","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-03-27","8.95","0.04","58","65","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-03-28","12.75","0.00","54","60","49"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-03-29","6.71","0.00","53","60","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-03-30","6.49","0.07","56","64","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-03-31","9.40","0.04","53","55","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-04-01","7.16","0.20","47","55","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-04-02","5.37","0.00","47","56","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-04-03","8.05","0.06","47","52","41"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-04-04","3.80","0.00","46","55","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-04-05","5.37","0.00","48","62","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-04-06","7.83","0.04","49","57","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-04-07","8.72","0.02","49","58","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-04-08","3.80","0.00","51","63","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-04-09","5.14","0.00","51","63","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-04-10","10.29","0.43","52","57","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-04-11","14.54","0.00","48","53","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-04-12","8.05","0.00","47","56","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-04-13","8.05","0.55","48","53","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-04-14","7.38","0.13","42","53","37"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-04-15","5.37","0.00","46","57","38"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-04-16","6.93","0.00","51","64","39"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-04-17","8.05","0.00","55","66","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-04-18","8.72","0.00","56","66","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-04-19","8.05","0.00","57","70","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-04-20","5.82","0.00","59","73","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-04-21","7.61","0.22","59","63","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-04-22","5.14","0.00","48","60","41"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-04-23","9.17","0.12","49","54","44"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-04-24","11.18","0.13","47","54","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-04-25","6.71","0.05","48","56","42"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-04-26","6.04","0.00","49","60","40"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-04-27","5.14","0.01","59","77","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-04-28","9.62","0.07","59","60","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-04-29","10.51","0.00","52","61","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-04-30","4.70","0.00","53","63","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-05-01","8.28","0.00","56","65","48"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-05-02","8.28","0.00","55","65","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-05-03","5.82","0.00","56","69","46"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-05-04","11.63","0.00","56","63","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-05-05","11.41","0.24","52","58","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-05-06","5.82","0.00","50","62","45"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-05-07","6.71","0.00","55","69","43"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-05-08","6.71","0.00","60","75","47"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-05-09","5.82","0.00","64","80","49"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-05-10","6.26","0.00","62","67","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-05-11","5.59","0.00","55","57","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-05-12","7.38","0.17","53","60","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-05-13","6.26","0.16","53","54","50"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-05-14","4.47","0.01","53","64","49"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-05-15","6.26","0.00","56","68","49"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-05-16","6.71","0.00","56","60","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-05-17","4.70","0.00","57","67","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-05-18","6.71","0.00","62","78","54"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-05-19","5.82","0.00","62","71","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-05-20","4.03","0.00","58","74","51"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-05-21","4.70","0.00","64","78","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-05-22","8.28","0.00","61","62","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-05-23","5.82","0.00","56","61","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-05-24","6.04","0.00","57","64","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-05-25","6.04","0.00","56","60","52"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-05-26","4.70","0.00","58","71","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-05-27","4.03","0.00","63","76","53"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-05-28","4.70","0.00","66","82","54"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-05-29","5.59","0.00","68","79","55"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2015-05-30","5.59","0.00","61","73","50"
